N1,극성,내용
792,1,백신 접종 싶은 거동 불편한 의료 기관 방문 할 수 없는 노인 환자 장애인 같은 경우 본인 가족 원하는 경우 방문 접종 추진 있는 본인 외출 하지 않은 사는 가족 감염 되는 거동 불편한 분 감염 되는 사례 있는 가장 중증 경과 밟는 거동 불편한 분 들입니다
793,1,신입사원 모집 코로나 접종 완료 증명서 내 하는 게 최고 효과 낼 거 같은
794,1,코로나 백신 접종 안 하려는 하는 사람 러시안룰렛 하는 것임 코로나 사망률 정돈 됨 만 명 접종 안 하는 하는 만 명 감염 되면 만 정도 죽은 보는 됨 만 명 러시안룰렛 권총 돌리는 방아쇠 당기면 만 명 죽는 것임
795,1,무인도 산속 고립 생활 사람 백신 접종 해보는 합니다 사회 사는 공동체 일원 지키는 할 의무 있는 말 입니다 공동체 구성원 허용 될 수 있는 자유 지키는 할 의무 후행 며 동시 낮은 개념 존재 하는 보는 특정한 법 없는 모이 면 줄 서는 말 입니다
796,1,호의 되면 그게 권리 인 줄 알아보는 코로나 감염 시 생존 율 높은 전파 낮추는 백신 공짜 맞는 해주는 맞은
797,1,집 영강 끌 고 방부 탁합니 건강한 안 맞는 이제 씸 박질하는 지친 징 글 징글 합니다 말 안 듣는 세상 인
798,1,최소 미접 종자 자영 업자 위 해서 사람 모이는 출입 불가 해보는 할 듯 합니다 래야 자영 업자 숨 쉬 고 손님 덜 불안한 정상 생활 용감한 낸 사람 피해 끼치는 권리 없는 전 가족 자영 업자 의료 방역 관계자 맞은 영업 아닌 진미 접종 확 진자 기본 의료 비 빼고 미 접종 인한 중증 치료받는 비는 본인 부담 시킨 게 맞은 봄
799,1,국가 국민 국민 국가 백신 접종 대하 누 두려운 않은 그럼에도 책임지는 의무 할 공동체 지키는 살기 선택 명분 없는
800,1,주인 없는 땅 섬 홀로 가는 살아간 막는 않은 국가 안 사람 살아간 사람 원하는 의무 수행 해보는 하는 거 생명 직결 된 그거 해주는 수 없는 그냥 국가 떠나는 되는 그런 사람 사회생활 싶은 하지 않은
801,1,드 코로나 이후 미 접 종자 불편한 불편 불만 징징대지 마
802,1,징징거리지 가능한 맞은 좋은 선진국 백신 패스 준비 중이 고 시행 중인 나라 있는 거 알 고 있는
803,1,미 접종 자는 식당 못 가게 하는
804,1,미 접종 자는 공공장소 못 들어가는 해보는 함
805,1,백신 접종 거부 모든 비용 부담 시킨 합니다
806,1,미접 종자 해고 하는
807,1,비점 종자 의료 보험 적용 하면 안 된다
808,1,도대체 백신 접종 안 하는 모르는 남 옮긴 말 길
809,1,미 접종 활동 제한 해보는 접종 률 오르고 단계 일상 회복 이루어진 수
810,1,미 접 종자 활동 제한 면서 접종 률 높은 방역 당국 의견 동의 하는
811,1,발표 무관 하는 하루 접종 싶은
812,1,분기 별로 제시 시기 맞추는 접종 싶은
813,1,국민 맞는 집단 면역 형성 하는 게 낫는
814,1,백신 부스터 샷 맞은
815,1,백신 유발 바이러스 감염 될 위험한 지속 줄어든 줍니 백신 중증 질환 예방 매우 효과 입니다
816,1,연구 따르는 미국 사용승인 받은 모든 백신 예방 기능 제공 합니다
817,1,백신 접종 잠재 인 심각한 합병증 위험한 줄어든
818,1,백신 두 번 접종 하는 번 접종 하는 효과 좋은
819,1,백신 돌파 감염 사례 중증 질환 예방 하는 데 도움 되는
820,1,세 이상은 최대한 백신 접종 받은 합니다
821,1,백신 접종 완료 하면 활동 폭 넓어집니다
822,1,백신 접종 안전한 면역 구축 하는 데 도움 되는
823,1,백신 접종 완료 하면 보호 좋은 증거 나오는 있는
824,1,차 맞은 상황 젠 차가 접종 완료 인식 되는 현 상황 안 맞은 수도 없는 맞은
825,1,부스터 샷 맞은 어르신 컨디션 괜찮은 고려 보시 게 좋은 같은
826,1,부스터 샷 접종
827,1,환 인 아버지 포함 부모님 맞은
828,1,부정맥 천식 있는 동생 맞는 암 환자 인 부모님 맞은 요전 진작 끝난 놔서 후련한 내용
829,1,맞은 안 맞는 사람 검사 주해 건 동의 하는 입장 입니다
830,1,전 맞은 맞는 게 마음 편한 거 같은
831,1,당연한 맞은 맞는 안 맞는 자유 책임지는 따르는 하는 같은 전 세계 미 접종 패널 티 있는 환자 있는 사람 많은 검사 자주 하는 게 맞은 싶은
832,1,전 예약 차 큰 부작용 없는 권고 하는 맞은 합니다
833,1,백신 코로나 중증 사망률 낮추는 주는 결과 있던 합니다
834,1,사람 피해 주면 안 되는 민주주의 개인주의 아닌 다윈 주의 이루어진 백신 맞은 사람 미 접종 때문 코로나 걸리는 하는 아닌 보는 나라 접종 이득 미 접종 이득 큰 때문 맞은 거 아닌 전문가 백신 맞은 하는 비 전문가 맞은 말 건 말 안 되는
835,1,백신 부작용 사람 교통사고 날 확률 적다는데 그게 거 생각 안 맞기보다는 남 지키는 선택 해주는 좋은
836,1,여서 코로나 확산 시킨 거 아닌 백신 맞은 덜할
837,1,코로나 백신 위험한 그렇다면 당연한 백신 맞은 하는
838,1,생각 해보는 그동안 매년 겨울 마다 독감 백신 맞은 백신 한번 맞은 평생 면역 생기는 게 아닌 글 치코 나도 생각 해보는 두어 번 맞는 거 평소 독감 주사 맞은 거 주기 똑같은
839,1,백신 효과 정도 함 정도 돌파 감염 된다고 함델 타 기준 오미크론 돌파 가능한 높은 수 있는 만 백신 맞은 두는 돌파 감염 되는 덜 아픈
840,1,백신 집단 면역 확립 되는 감염 수 재생산 지 수도 큰 줄 고 경제 파산 직전 몰고 가는 셧다운 줄어든 수 있는 거리 기 제한 풀 수 있는 점차 나아지는 세상 게임 단번 사라지는 게 어디있는
841,1,지금 급할 게 없는 걸 지켜볼 백신 투여 하는 게 맞은 봄 건 칭찬 못 해도 백신 관련 해서 굉장히 긍정 입장
842,1,백신 맞은 애초 확보 못 해서 맞은 수 있는 선택 권 없는 있는 늦은 맞은 수 있는 거 없는 늦은 맞는 건 다른
843,1,화이자 맞은 수 있던 하면 무조건 맞은 듯
844,1,당연한 맞은 모든 백신 부작용 있는 나라 수도 맞는 있는 지금 주는 맞은 듯
845,1,무조건 맞은 미국 일반인 맞은 부작용 생각 별로 없는 부작용 독감 백 신도 있는
846,1,사실 대가 장 마지막 맞는 얼른 맞는 싶은
847,1,목욕탕 가는 싶은 접 종자 만 들어가는 갈
848,1,차 맞은 마스크 없는 다시 가는 바라는 쯤 그럴 수 있는 파이팅
849,1,울 가족 일도 미루고 차 접종 맞은 꼭 맞은 내 이웃 국민 위 하는 길 입니다
850,1,방역 위 국가 대한민국 되는 차 접종 맞은 국민 믿는
851,1,강양구 기자 말씀 전적 동의 합니다 의료 계 종사 하는 사람 현 시국 백신 접종 거부 하는 심 보인 지 고 위험한 군 많은 노인 요양원 같은 시설 종사 하는 인원 거부 직업 윤리 상 납득 안 가는
852,1,오늘 차 접종 완료 했으면 안 맞는 거 맞는 게 나은 데 백신 거 부자 되는
853,1,백신 안 맞은 사람 불평 불만 많은 거 같은
854,1,예전 차차 맞는 그저께 차로 화이자 부스터 샷 맞은 차 맞은 날 몸 괜찮은 거 같은 술 먹는 날 살짝 몸 살기 있는 거 빼고 멀쩡한 같은
855,1,잘 보는 백신 접종 후 신체 극복 나가는 하는 생각 합니다 많은 분 백신 많을수록 코로나 확산 강도 약한 이라 생각 합 백신 접종 후 신체 겪는 분 지원 강화해 백신 접종 하지 않은 분 걱정 덜고 백신 접종 참여 할 수 있던 해보는 할 같은
856,1,코로나 걸리는 게 낫는 고 걸리는 주 음성 됐지만 몸무게 빠진 무기 증 미 후각 후유 증 가는
857,1,백신 맞은 죽는 사람 그냥 살아있는 죽 사람 임운 게 없는 겨 백신 부작용 때문 무서운 백신 안 맞는 사람 나가는 안 됨 교통사고 사망률 배는 높은
858,1,거짓말 하라 백신 번 맞은 아무렇지도 않는
859,1,백신 의무 화가 답
860,1,백신 맞은 해도 예약 사이트 오류 많은 취소 다시 예약 해보는 되는 오류 남
861,1,병원 치료받는 게 있는 담당 선생님 되도록 이면 치료받는 고 나서 백신 맞은 하신 어제 마침 치료받는 끝나는 복용 약도 끝나는 이제 백신 맞은 하는 취업 준비 있는 지금 면접 보는 다니는 있는 이제 차 맞은 시작 할 거 잔 백신 맞은 면접 보는 차 안 맞은 면접 탈락 시킨 않는 하는 걱정 되는 데
862,1,지인 생 지 내비 내년 백신 유료 화로 바꿔 차니 만 원 차니 만 원 코로나 치료받는 만원 받는 입원 비 해서 한번 코로나 입원 하면 병원 비 천만 원 깨져 보는 돼 호의 되는 지가 잘 나고 똑똑한 줄 아는
863,1,설득 할 거 접 종자 혜택 주면 되는
864,1,건강 목숨 걸리는 백신 맞은 사람 혜택 코로나 걸리는 시 모든 치료받는 비 지원 해보는 합 백신 안 맞은 사람 코로나 걸리는 모든 치료받는 비 방역 비용 자비로 하는 게 가장 논란 없는 듯
865,1,안 맞은 못 맞는 사람 차별 없는 불안한 속 맞은 사람 접종 혜택 있는 할 같은
866,1,맞은 사람 이익 주는 그게 백신 패스 고 안 맞은 백신 패스 없는 맞은 위험한 감수 맞은 차별 아닌 차이 지 백신 맞는 안 맞는 차이
867,1,부모님 아스 트 혈전 때문 못 맞은 오늘 차 맞은 심한 알레르기 반응 없는 걱정 하지 마시고 맞은 보는 건강한
868,1,차 맞은 하루 머리 띵한 거 외 별 증상 없는 진짜 안 맞는 사람 누워 있는 그거 보고 진짜 안 맞는 사람 조심한 싶은 코로나 만 아닌 독감 백 신도 똑같은 백신 체질 피하 고 조심한 게 나은
869,1,안 맞는 뭐라 할 수 없는 백신 안 맞는 코로나 걸리는 알아보는 치료받는 하신 좋은
870,1,백신 접 종자 불편한 감수 하며 백신 접종 했으면 거 부자 검사 않은 저리 난리 인지 사는 세상 입니다
871,1,위험한 못 맞는 위험한 감수 공동체 맞은 주어진 인 센티 브 배 아픈 안 되는
872,1,차 맞은 컨디션 짱짱함나도 수술 경력 있는 맞은 싫은 코로나 잠식 기여 싶은 맞은 기 질환 없는 사람 거부 하는 건 자유 배려 희생 하려는 사람 기만 하는 행동 인건 맞은 본인 희생 하지 않은 집단 면역 혜택 만 보겠다는
873,1,맞는 사람 특혜 주는 건 찬성 차별 이라 느끼는 그게 기적 인
874,1,백신 미접 종자 해서 개인 방역 못 해서 사랑 테 코로나 전파 했으면 경우 상응 하는 손해배상 구상권 청구 하는 하는
875,1,접종 구별 하는 거 성인 접종 하면 안 맞은 될 가능한 높은 위드 코로나 효과 전환 되는 자영 업자 살아있는 접종 싶은 했으면 학교 다니는 청소 할 얍 삽하 게 노 애 있는 소리 하면 없는 청소 잘 된다고 합근 접종 할수록 좋은
876,1,남은 백신 부스터 샷 가는
877,1,백신 맞은 사람 혜택 주세요 시 이후 술집 식당 출입 허용 누 군 맞는 싶은 맞은 맞은 거 안 맞는 사람 지금 상태 그냥 내버려 두고 맞은 사람 인원 제한 무리 고 제한 풀어주세요
878,1,백신 패스 업자 분 선택 권 줬으면 좋은 미 접종 자는 받지 않은 이러면 알아보는 가는
879,1,혈압 약 드시는 부모님 미다 맞은 건강한 접종 하지 않은 불이익 있는 하는
880,1,미스 접종 해서 코로나 걸리는 모든 비용 본인 책임지는 져야죠
881,1,백신 패스 환영 접종 베네핏 당연한 줘야지
882,1,미 접종 자는 사회 제한 받은 하는 그것 미 접종 접종 안전한 보호 하는
883,1,접종 끼리 만 만나는 싶은 수 없는 사람 있지만 논문 보는 확실한 접종 자는 중증률 낮은
884,1,부스터 샷 접종 했으면 큰 앓거나 부작용 지나간 백신 접종 해도 안 걸리는 건 아닌 애가 못 맞은 나라 맞는 게 낫는 싶은
885,1,고 위험한 군 이라 벌써 부스터 샷 접종 문자 왔던 의사 부작용 확률 코로나 걸리는 중증 위험한 일반인 높은 접촉 되는 모르는 나를 위 해서 남 위 해서 맞은 다행 별일 지나면 있는
886,1,집단 면역 직업 특성 상 꼭 맞은 하는 때문 생각 맞은 거 같은
887,1,영업 하는 사람 대해 하는 내 피해자 되는 싶은 않은 가해자 되는 싶은 않은
888,1,맞은
889,1,가족 부모님 애 맞은 내일 맞은 합니다 특수한 교 근무 중이 학생 안전한 해서
890,1,맞은 거 요안 맞는 거 맘 안정
891,1,차 마친 부스터 되도록 맞은 예정 돌아다니는 거 좋은
892,1,많은 분 백신 믿음 극복 하신 거 많은 접종 후 괜찮은 국가 권장 하는 아무렇게나 없는 거
893,1,우리나라 나라 선진국 아닌 받을 수 있는 백신 한정 이니 수가 없는 많은 사람 백신 부작용 대해 불안감 가지 고 있는 걱정 입니다 어떠한 게 불안감 해소 되는 좋은 코로나 바이러스 나아지는 좋은 응원 합니다
894,1,안전한 백신 사회 활동 왕성 청춘 세대 최 접종 해보는 하는
895,1,최소한 가족 주변 사람 공공장소 일면 식도 없는 사람 감염 시킨 죽는 확률 같은 맞는 죽는 난 얀 센 백신 맞은 거 어머니 화이자 백신 맞은
896,1,백신 맞은 사람 전파 있는 모르는 감염 되는 비율 확실한 현저 적다고 했으면 된 거 그냥 팬데믹 생기는 게 내버려 두고 걸리는 죽는 사람 죽는 두고 사는 사람 살 게 두는 된다
897,1,백신 접종 하는 눈치 보여 고 미안했는데 하는 되는 좋은
898,1,설레 발 심한 백신 필수 입니다
899,1,안 맞은 사람 걸리는 확률 높은 사망 할 확률 높은 코로나 미 접종 찾는 테
900,1,오늘 차 맞는 왔던 이제 속이 편한 부스터 샷 개월 이후 내년 이면 상황 좋은 않은 기대도 되는
